company,year,quarter,sentiment_score,price_return,aligned
Walmart,2023,Q1,0.3363206485907237,0.04153674153844975,False
Walmart,2025,Q1,0.8034037479332515,0.09766044662709114,True
Walmart,2020,Q4,0.6421535224527926,0.16514360635803352,True
Walmart,2022,Q3,0.8463309928774834,0.07390423742131055,True
Walmart,2024,Q4,0.8388953025524433,0.6273575051030195,True
Walmart,2021,Q3,0.7964507440725962,0.04886125147674341,True
Walmart,2024,Q2,0.7614263931910197,0.18564599363413495,True
Walmart,2021,Q2,0.5184831751717461,0.011748540965050404,True
Walmart,2021,Q4,0.6558984177453178,0.04307756502916854,True
Engie,2019,Q1,0.027309600796018327,0.06055836139169472,False
Engie,2023,Q3,0.6712226705117659,0.11486209241286903,True
Engie,2021,Q3,0.8315563201904297,0.12457000846203437,True
Engie,2018,Q1,0.412558376789093,-0.015551125812644229,True
Engie,2022,Q3,0.7800398383821759,0.10571515221188062,True
Engie,2024,Q1,0.6241172637258258,-0.061618998595389066,False
Engie,2020,Q3,0.20460209250450134,0.11115969241129486,False
Engie,2021,Q1,0.720538921215955,-0.005777407673234432,False
Engie,2022,Q1,0.6156260479580272,0.0273574455592253,True
Engie,2023,Q1,0.3803953958882226,0.1248359550272412,False
Engie,2019,Q3,0.8233837118515601,-0.0365083488023936,False
Engie,2020,Q1,0.24782369285821915,0.24665773473675381,False
Microsoft,2021,Q1,0.6065976768732071,0.12245395430249005,True
Microsoft,2018,Q4,0.6328644901514053,0.4019093231131311,True
Microsoft,2024,Q1,0.5965679710110029,0.05461114767105914,True
Microsoft,2021,Q4,0.6297663301229477,0.4568667494647327,True
Microsoft,2023,Q1,-0.2554352283477783,0.16903658027649338,False
Microsoft,2019,Q3,0.35601606965065,0.15361642574769815,False
Microsoft,2022,Q4,-0.04444974660873413,-0.14136019155882543,True
Microsoft,2022,Q3,0.13535670042037964,-0.001014126342256258,True
Microsoft,2024,Q4,0.33315572142601013,0.03108337943328573,False
Microsoft,2020,Q4,0.5377685597964695,0.46212072362493184,True
Microsoft,2007,Q1,0.7342303395271301,0.06580628261780078,True
Microsoft,2022,Q2,0.6031214197476705,-0.08311836123605683,False
Microsoft,2020,Q1,0.15198777403150285,0.30821560923724584,False
Microsoft,2019,Q1,0.8113804544721331,0.12969186991319584,True
Microsoft,2018,Q2,0.31914301713307697,0.14798625534194768,False
Microsoft,2022,Q1,0.7907432573182243,-0.15691869115247678,False
Microsoft,2019,Q4,0.2461657736982618,0.612374022292728,False
Microsoft,2024,Q3,0.39501844346523285,0.011862286423361349,False
Microsoft,2021,Q3,0.47816996574401854,0.17585882375108192,False
Microsoft,2024,Q2,0.6655297929590399,-0.061170717971524284,False
Microsoft,2023,Q4,0.3108266790707906,0.7749202379179065,False
Microsoft,2023,Q3,0.10490740835666656,0.17092377285522437,False
Microsoft,2018,Q3,0.8685577139258385,-0.12789770574747375,False
Microsoft,2020,Q2,0.6064718067646027,0.014953479611146613,True
Microsoft,2023,Q2,-0.1685892790555954,-0.0638229878705399,True
Microsoft,2019,Q2,0.30130090316136676,0.01848922486236956,False
Microsoft,2020,Q3,0.6201596600668771,0.04612796750222712,True
Microsoft,2021,Q2,0.8599425405263901,0.04765714464627895,True
Branco,2019,Q1,0.4618204176425934,-0.08329392774482461,True
Branco,2022,Q3,0.6356075048446655,-0.20452847793311435,False
Branco,2018,Q2,-0.07004965841770172,0.05124073862882163,False
Branco,2021,Q1,0.27157369752724964,0.12429554531755999,False
Branco,2020,Q4,0.4870140925049782,-0.19535868905773687,True
Branco,2020,Q2,-0.5512332916259766,-0.1611071088971204,True
Branco,2020,Q3,0.5791049003601074,-0.015651157993222715,False
Branco,2022,Q4,0.5040184344564166,0.1144322432173565,True
Branco,2022,Q1,0.7100890427827835,0.06933628877072172,True
Branco,2019,Q3,0.537377119064331,0.08073643905000139,True
Branco,2023,Q3,0.5784217019875845,0.02065303503005234,True
Branco,2018,Q1,-0.7429865101973215,-0.25793634026187845,True
Branco,2023,Q1,0.4749930862869535,0.6999360242708184,False
Branco,2017,Q4,0.254869781434536,0.38483777032336264,False
Branco,2021,Q2,0.38016216456890106,0.05536280373656115,False
Branco,2021,Q3,0.7747226556142172,-0.2201890772275395,False
Branco,2021,Q4,0.45171116505350384,-0.20676378017707675,True
Branco,2024,Q2,0.4870140925049782,-0.11857809395830327,True
Branco,2018,Q4,0.3674505054950714,-0.13211137550309515,True
Branco,2023,Q2,0.7338946717126029,-0.14837318976248065,False
Branco,2022,Q2,0.6794952628287402,0.6541210496559613,True
Branco,2020,Q1,0,0.46911282827327416,False
Branco,2023,Q4,0.4870140925049782,0.107383378766697,False
Branco,2018,Q3,0.33734817802906036,0.1080890649028231,False
Branco,2024,Q1,0.8020055956310697,-0.2284644503394012,False
Branco,2019,Q2,0.4010131557782491,-0.1017299064058349,True
Branco,2019,Q4,0,-0.29832409631328144,True
Nike,2019,Q3,0.7287290969065258,0.09517795322515034,True
Nike,2024,Q4,0.35599720019560593,-0.39275931758453375,True
Nike,2022,Q4,0.6095694184303284,-0.260724673198147,False
